16384
-0.37448	-0.236094	-0.183793
-0.2859	-0.298442	-0.193014
-0.241222	-0.244664	-0.372906
-0.18275	-0.428144	-0.262953
-0.384285	-0.315965	-0.427529
-0.201327	-0.247311	-0.240038
-0.20102	-0.210158	-0.368724
-0.33578	-0.395439	-0.258182
-0.337155	-0.300074	-0.29319
-0.203427	-0.481094	-0.241428
-0.445521	-0.475408	-0.403264
-0.286396	-0.248248	-0.321051
-0.324938	-0.309761	-0.179832
-0.362064	-0.373394	-0.39441
-0.204322	-0.489565	-0.285563
-0.336641	-0.291554	-0.461525
-0.497084	-0.292915	-0.355474
-0.223707	-0.214726	-0.429732
-0.37456	-0.240718	-0.489528
-0.245242	-0.179477	-0.365939
-0.369675	-0.471516	-0.266626
-0.401777	-0.355282	-0.22237
-0.219755	-0.378645	-0.482354
-0.491433	-0.33759	-0.332533
-0.411438	-0.486773	-0.450736
-0.253261	-0.350733	-0.403018
-0.264234	-0.38054	-0.313132
-0.278648	-0.459132	-0.254929
-0.375448	-0.498169	-0.214055
-0.445675	-0.387266	-0.362245
-0.294864	-0.304328	-0.247363
-0.425035	-0.276963	-0.232031
-0.236046	-0.328891	-0.200485
-0.31002	-0.42674	-0.489919
-0.299719	-0.257784	-0.39915
-0.392219	-0.337692	-0.202059
-0.473383	-0.238947	-0.392372
-0.405664	-0.327724	-0.180891
-0.426349	-0.195344	-0.365774
-0.197956	-0.495249	-0.226193
-0.403667	-0.396549	-0.397852
-0.199127	-0.295434	-0.397998
-0.289397	-0.365869	-0.488932
-0.377539	-0.357967	-0.450883
-0.418889	-0.347751	-0.387198
-0.304618	-0.350568	-0.377226
-0.233948	-0.458331	-0.186953
-0.31074	-0.38958	-0.412149
-0.31785	-0.44261	-0.400001
-0.488248	-0.452456	-0.190023
-0.316713	-0.373654	-0.19248
-0.464436	-0.401079	-0.299747
-0.24193	-0.327789	-0.304613
-0.278259	-0.293871	-0.379172
-0.264917	-0.349334	-0.231863
-0.39654	-0.325312	-0.26509
-0.308925	-0.372348	-0.409205
-0.22863	-0.403788	-0.286732
-0.413776	-0.428212	-0.288624
-0.343111	-0.338303	-0.379413
-0.246625	-0.486518	-0.443745
-0.248195	-0.31122	-0.296043
-0.362673	-0.255419	-0.23651
-0.20188	-0.331113	-0.268382
-0.32999	-0.2439	-0.495394
-0.21237	-0.298499	-0.486434
-0.23626	-0.178025	-0.449001
-0.466788	-0.35629	-0.373987
-0.361606	-0.307074	-0.318999
-0.248084	-0.220159	-0.267488
-0.320431	-0.389836	-0.456612
-0.235821	-0.425628	-0.284777
-0.28383	-0.26837	-0.270494
-0.366781	-0.275241	-0.292866
-0.366841	-0.401589	-0.210498
-0.424219	-0.305632	-0.32438
-0.463495	-0.402212	-0.290945
-0.423944	-0.479665	-0.464454
-0.206256	-0.46696	-0.36449
-0.468906	-0.291567	-0.20718
-0.347941	-0.483421	-0.190919
-0.404257	-0.461627	-0.217465
-0.358642	-0.400948	-0.282358
-0.241023	-0.352627	-0.301553
-0.37889	-0.234825	-0.261424
-0.381098	-0.235514	-0.435624
-0.363121	-0.354104	-0.276442
-0.331452	-0.253327	-0.28513
-0.322961	-0.427684	-0.255729
-0.475508	-0.324053	-0.476764
-0.36658	-0.282688	-0.263703
-0.381015	-0.327681	-0.407501
-0.208678	-0.397212	-0.32581
-0.489422	-0.251908	-0.413285
-0.431226	-0.397108	-0.376995
-0.343188	-0.298583	-0.472329
-0.284516	-0.444664	-0.330804
-0.192036	-0.296379	-0.339735
-0.494016	-0.30609	-0.272475
-0.442741	-0.376917	-0.448592
-0.328711	-0.331722	-0.446933
-0.253648	-0.306229	-0.332974
-0.326059	-0.442703	-0.392532
-0.48415	-0.405925	-0.428404
-0.257504	-0.378854	-0.476147
-0.253678	-0.475988	-0.410102
-0.468497	-0.231354	-0.295039
-0.462105	-0.309974	-0.261696
-0.412663	-0.284827	-0.455838
-0.266558	-0.490812	-0.488073
-0.237716	-0.49061	-0.242636
-0.195033	-0.216378	-0.493563
-0.215705	-0.226832	-0.29328
-0.496073	-0.298844	-0.343583
-0.291346	-0.29744	-0.184895
-0.262049	-0.252637	-0.366193
-0.408854	-0.330019	-0.376301
-0.257096	-0.235831	-0.223706
-0.305776	-0.367344	-0.366781
-0.33204	-0.340338	-0.387706
-0.407861	-0.46458	-0.2289
-0.214825	-0.493887	-0.479256
-0.239524	-0.244389	-0.314187
-0.427959	-0.320387	-0.334298
-0.214991	-0.367622	-0.426022
-0.391024	-0.265687	-0.219867
-0.292319	-0.377986	-0.419377
-0.233252	-0.398796	-0.187844
-0.379914	-0.416994	-0.271422
-0.446711	-0.476078	-0.207761
-0.21286	-0.290504	-0.272514
-0.355075	-0.292493	-0.420461
-0.328726	-0.45037	-0.364245
-0.294471	-0.31646	-0.209115
-0.235015	-0.32855	-0.2494
-0.327417	-0.328801	-0.325882
-0.279033	-0.213657	-0.276895
-0.384313	-0.302545	-0.255453
-0.386333	-0.481525	-0.493592
-0.201466	-0.263979	-0.258058
-0.220415	-0.458973	-0.469781
-0.357796	-0.439648	-0.27997
-0.446343	-0.177965	-0.223927
-0.177196	-0.383638	-0.287934
-0.20127	-0.462155	-0.294822
-0.311637	-0.345907	-0.400224
-0.232229	-0.363449	-0.301323
-0.237403	-0.320037	-0.488438
-0.286301	-0.425153	-0.237006
-0.431082	-0.351234	-0.226915
-0.210004	-0.363734	-0.25347
-0.434169	-0.47978	-0.241835
-0.191647	-0.294367	-0.242557
-0.297561	-0.316827	-0.451365
-0.475456	-0.287605	-0.190942
-0.193777	-0.209088	-0.480629
-0.220034	-0.209309	-0.331692
-0.476934	-0.408646	-0.199581
-0.388529	-0.498347	-0.440466
-0.233865	-0.198534	-0.386395
-0.244183	-0.298084	-0.230781
-0.197806	-0.241508	-0.248381
-0.486599	-0.43199	-0.199144
-0.239531	-0.322122	-0.284677
-0.316261	-0.474759	-0.309472
-0.24377	-0.306646	-0.378906
-0.489503	-0.347606	-0.42947
-0.452715	-0.413445	-0.298352
-0.302432	-0.235937	-0.237543
-0.305346	-0.462022	-0.312885
-0.236537	-0.474601	-0.230509
-0.328822	-0.386869	-0.308283
-0.4928	-0.41006	-0.245514
-0.243764	-0.382822	-0.324181
-0.296412	-0.480616	-0.384999
-0.449624	-0.359598	-0.237656
-0.25865	-0.349291	-0.434642
-0.374346	-0.332888	-0.219996
-0.297968	-0.247819	-0.38309
-0.202937	-0.44806	-0.337627
-0.291094	-0.331913	-0.408247
-0.449335	-0.311859	-0.277344
-0.192938	-0.317655	-0.338612
-0.347336	-0.23858	-0.494258
-0.280118	-0.380727	-0.210161
-0.269675	-0.175473	-0.226026
-0.214214	-0.387242	-0.296175
-0.366113	-0.21344	-0.189218
-0.178323	-0.385694	-0.282178
-0.293954	-0.410334	-0.184935
-0.185028	-0.407358	-0.189845
-0.380472	-0.242688	-0.411738
-0.483347	-0.22538	-0.448222
-0.295725	-0.301016	-0.293666
-0.455171	-0.378537	-0.454991
-0.457471	-0.358753	-0.361689
-0.245144	-0.216708	-0.196708
-0.29969	-0.332946	-0.349231
-0.229727	-0.474243	-0.357437
-0.244219	-0.227217	-0.340677
-0.281919	-0.257534	-0.271601
-0.215676	-0.359503	-0.414546
-0.463126	-0.185355	-0.234042
-0.228641	-0.245703	-0.407425
-0.206805	-0.275623	-0.348991
-0.449041	-0.37595	-0.452561
-0.23175	-0.396572	-0.475664
-0.397282	-0.363655	-0.337389
-0.342217	-0.351461	-0.300564
-0.231317	-0.315897	-0.285818
-0.280098	-0.25046	-0.180343
-0.193764	-0.203671	-0.234041
-0.377214	-0.187546	-0.478345
-0.185012	-0.173168	-0.206674
-0.371267	-0.203864	-0.372967
-0.433371	-0.487884	-0.488339
-0.301945	-0.209348	-0.370601
-0.330396	-0.451047	-0.286666
-0.224137	-0.191807	-0.380414
-0.328423	-0.226085	-0.432837
-0.36917	-0.382448	-0.19119
-0.36692	-0.327203	-0.332842
-0.451197	-0.404773	-0.396509
-0.382704	-0.424394	-0.258636
-0.399965	-0.336859	-0.185385
-0.287132	-0.384418	-0.175647
-0.235687	-0.43119	-0.464306
-0.393385	-0.295608	-0.320933
-0.395764	-0.46499	-0.264732
-0.335051	-0.451134	-0.277607
-0.22431	-0.357716	-0.43548
-0.389051	-0.314545	-0.447543
-0.497432	-0.415962	-0.292505
-0.313376	-0.376005	-0.392019
-0.204787	-0.240014	-0.255074
-0.262284	-0.385285	-0.224343
-0.293226	-0.193749	-0.3674
-0.194386	-0.475341	-0.497224
-0.369325	-0.225122	-0.246851
-0.3815	-0.289036	-0.256142
-0.406121	-0.280366	-0.457401
-0.406858	-0.350688	-0.430054
-0.295879	-0.346514	-0.420685
-0.246006	-0.458146	-0.173241
-0.498929	-0.455772	-0.360049
-0.48872	-0.31793	-0.17356
-0.210942	-0.322204	-0.432574
-0.401581	-0.468227	-0.218348
-0.211376	-0.243052	-0.311793
-0.352084	-0.222649	-0.465065
-0.297004	-0.327416	-0.194199
-0.442393	-0.465923	-0.228853
-0.421313	-0.337124	-0.297297
-0.242201	-0.215182	-0.475983
-0.326286	-0.465462	-0.484542
-0.276209	-0.310884	-0.24785
-0.273796	-0.443575	-0.332927
-0.370903	-0.221995	-0.377388
-0.271307	-0.238325	-0.303723
-0.408347	-0.351513	-0.482716
-0.395993	-0.37993	-0.42727
-0.222847	-0.391696	-0.321941
-0.264321	-0.297711	-0.41426
-0.271201	-0.243026	-0.288455
-0.251751	-0.196798	-0.213892
-0.471354	-0.242163	-0.403578
-0.230736	-0.287389	-0.369394
-0.465342	-0.372852	-0.405649
-0.381321	-0.300946	-0.214348
-0.330995	-0.410299	-0.289484
-0.174276	-0.266971	-0.426746
-0.437672	-0.354369	-0.314624
-0.404574	-0.273428	-0.492928
-0.448377	-0.493686	-0.48497
-0.462236	-0.184293	-0.203602
-0.395547	-0.451896	-0.475423
-0.284882	-0.295831	-0.292998
-0.254607	-0.475492	-0.335162
-0.480246	-0.321973	-0.268027
-0.287804	-0.399162	-0.3314
-0.287964	-0.2941	-0.273186
-0.207445	-0.197546	-0.267397
-0.223778	-0.443016	-0.465162
-0.417819	-0.174415	-0.22388
-0.289204	-0.38725	-0.188951
-0.444923	-0.456382	-0.446186
-0.253161	-0.23794	-0.204837
-0.422638	-0.446902	-0.374482
-0.385154	-0.357503	-0.478931
-0.419407	-0.19536	-0.405787
-0.35298	-0.426112	-0.37534
-0.211942	-0.41974	-0.190927
-0.200456	-0.424464	-0.271833
-0.487035	-0.210326	-0.314203
-0.466665	-0.269376	-0.370186
-0.252074	-0.231032	-0.183829
-0.476321	-0.389402	-0.274913
-0.236807	-0.339879	-0.280677
-0.332024	-0.301861	-0.327744
-0.222145	-0.427287	-0.294537
-0.4247	-0.40966	-0.454529
-0.404764	-0.237958	-0.313734
-0.415581	-0.497043	-0.43974
-0.275841	-0.453076	-0.182121
-0.291415	-0.468098	-0.320911
-0.227747	-0.474337	-0.281785
-0.244148	-0.390246	-0.257399
-0.351483	-0.404437	-0.483841
-0.340519	-0.497591	-0.190382
-0.333722	-0.376684	-0.197835
-0.319503	-0.177765	-0.28183
-0.454151	-0.173395	-0.496747
-0.486507	-0.173543	-0.494018
-0.421221	-0.431982	-0.177628
-0.447603	-0.18705	-0.292594
-0.29017	-0.222221	-0.413056
-0.252535	-0.34434	-0.430503
-0.195304	-0.454582	-0.401103
-0.349265	-0.348799	-0.285197
-0.20602	-0.399726	-0.307172
-0.36232	-0.215927	-0.211425
-0.305574	-0.360543	-0.418054
-0.272165	-0.31774	-0.429657
-0.491885	-0.39299	-0.417486
-0.414464	-0.410213	-0.363785
-0.349064	-0.289137	-0.412279
-0.297509	-0.247004	-0.379457
-0.367777	-0.498181	-0.454499
-0.474095	-0.479457	-0.389129
